record_id,status,publication_state,title,record_type,period_id,period_label,date_start,date_end,visual_system_id,visual_system_label,region,locality,community_or_culture,creator_or_authority,creator_role,institution_or_collection,object_or_record_type,medium_or_format,language,description,historical_significance,source_name,source_url,secondary_source_url,source_type,rights_status,rights_note,verification_level,verification_notes,research_priority,research_question,provenance_or_custody_note,community_authority_required,linked_record_ids,tags,build_id
ARED-GH-01254,queued,research target; no object claim,"Oti Region: Digital, diasporic and contemporary design — object or artefact record research target 4",object or artefact record,P4,"Anticolonial and independence visual culture, 1945–1966",,,V7,"Digital, diasporic and contemporary design",Oti Region,Guan and neighbouring communities,To be identified through local research,Unknown / to be researched,To be identified,Universities; design studios; social platforms; professional associations; diaspora archives,object or artefact record,To be documented,"Record local language(s), English and visual/proverbial interpretation where relevant",Structured research placeholder. This row does not assert that a specific object or maker has been verified.,"Designed to prevent gaps in the national catalogue for Oti Region and the visual system 'Digital, diasporic and contemporary design'.",Universities; design studios; social platforms; professional associations; diaspora archives,https://decode.knust.edu.gh/,,research lead,unassessed,"Do not ingest images or protected knowledge until rights, consent and community authority are documented.",unverified_queue,Requires at least two independent sources or one authoritative primary source before publication.,medium,"Identify a specific object or artefact record in Oti Region connected to Digital, diasporic and contemporary design; record maker, date, locality, language, use, medium, provenance, community interpretation, source URLs, rights and custodial authority.",To be established; include colonial acquisition and movement history where relevant.,Assess before documentation or publication,,"research queue; Oti Region; Digital, diasporic and contemporary design; object or artefact record",2026-07-05-taxonomy-v1
ARED-GH-01255,queued,research target; no object claim,"Oti Region: Digital, diasporic and contemporary design — object or artefact record research target 5",object or artefact record,P5,"Post-independence public and popular graphics, 1966–1992",,,V7,"Digital, diasporic and contemporary design",Oti Region,Guan and neighbouring communities,To be identified through local research,Unknown / to be researched,To be identified,Universities; design studios; social platforms; professional associations; diaspora archives,object or artefact record,To be documented,"Record local language(s), English and visual/proverbial interpretation where relevant",Structured research placeholder. This row does not assert that a specific object or maker has been verified.,"Designed to prevent gaps in the national catalogue for Oti Region and the visual system 'Digital, diasporic and contemporary design'.",Universities; design studios; social platforms; professional associations; diaspora archives,https://decode.knust.edu.gh/,,research lead,unassessed,"Do not ingest images or protected knowledge until rights, consent and community authority are documented.",unverified_queue,Requires at least two independent sources or one authoritative primary source before publication.,exploratory,"Identify a specific object or artefact record in Oti Region connected to Digital, diasporic and contemporary design; record maker, date, locality, language, use, medium, provenance, community interpretation, source URLs, rights and custodial authority.",To be established; include colonial acquisition and movement history where relevant.,Assess before documentation or publication,,"research queue; Oti Region; Digital, diasporic and contemporary design; object or artefact record",2026-07-05-taxonomy-v1
ARED-GH-01256,queued,research target; no object claim,"Oti Region: Digital, diasporic and contemporary design — maker or workshop authority record research target 1",maker or workshop authority record,P4,"Anticolonial and independence visual culture, 1945–1966",,,V7,"Digital, diasporic and contemporary design",Oti Region,Guan and neighbouring communities,To be identified through local research,Unknown / to be researched,To be identified,Universities; design studios; social platforms; professional associations; diaspora archives,maker or workshop authority record,To be documented,"Record local language(s), English and visual/proverbial interpretation where relevant",Structured research placeholder. This row does not assert that a specific object or maker has been verified.,"Designed to prevent gaps in the national catalogue for Oti Region and the visual system 'Digital, diasporic and contemporary design'.",Universities; design studios; social platforms; professional associations; diaspora archives,https://decode.knust.edu.gh/,,research lead,unassessed,"Do not ingest images or protected knowledge until rights, consent and community authority are documented.",unverified_queue,Requires at least two independent sources or one authoritative primary source before publication.,high,"Identify a specific maker or workshop authority record in Oti Region connected to Digital, diasporic and contemporary design; record maker, date, locality, language, use, medium, provenance, community interpretation, source URLs, rights and custodial authority.",To be established; include colonial acquisition and movement history where relevant.,Assess before documentation or publication,,"research queue; Oti Region; Digital, diasporic and contemporary design; maker or workshop authority record",2026-07-05-taxonomy-v1
ARED-GH-01257,queued,research target; no object claim,"Oti Region: Digital, diasporic and contemporary design — maker or workshop authority record research target 2",maker or workshop authority record,P5,"Post-independence public and popular graphics, 1966–1992",,,V7,"Digital, diasporic and contemporary design",Oti Region,Guan and neighbouring communities,To be identified through local research,Unknown / to be researched,To be identified,Universities; design studios; social platforms; professional associations; diaspora archives,maker or workshop authority record,To be documented,"Record local language(s), English and visual/proverbial interpretation where relevant",Structured research placeholder. This row does not assert that a specific object or maker has been verified.,"Designed to prevent gaps in the national catalogue for Oti Region and the visual system 'Digital, diasporic and contemporary design'.",Universities; design studios; social platforms; professional associations; diaspora archives,https://decode.knust.edu.gh/,,research lead,unassessed,"Do not ingest images or protected knowledge until rights, consent and community authority are documented.",unverified_queue,Requires at least two independent sources or one authoritative primary source before publication.,high,"Identify a specific maker or workshop authority record in Oti Region connected to Digital, diasporic and contemporary design; record maker, date, locality, language, use, medium, provenance, community interpretation, source URLs, rights and custodial authority.",To be established; include colonial acquisition and movement history where relevant.,Assess before documentation or publication,,"research queue; Oti Region; Digital, diasporic and contemporary design; maker or workshop authority record",2026-07-05-taxonomy-v1
ARED-GH-01258,queued,research target; no object claim,"Oti Region: Digital, diasporic and contemporary design — maker or workshop authority record research target 3",maker or workshop authority record,P6,"Democratic, digital and diasporic design, 1992–present",,,V7,"Digital, diasporic and contemporary design",Oti Region,Guan and neighbouring communities,To be identified through local research,Unknown / to be researched,To be identified,Universities; design studios; social platforms; professional associations; diaspora archives,maker or workshop authority record,To be documented,"Record local language(s), English and visual/proverbial interpretation where relevant",Structured research placeholder. This row does not assert that a specific object or maker has been verified.,"Designed to prevent gaps in the national catalogue for Oti Region and the visual system 'Digital, diasporic and contemporary design'.",Universities; design studios; social platforms; professional associations; diaspora archives,https://decode.knust.edu.gh/,,research lead,unassessed,"Do not ingest images or protected knowledge until rights, consent and community authority are documented.",unverified_queue,Requires at least two independent sources or one authoritative primary source before publication.,medium,"Identify a specific maker or workshop authority record in Oti Region connected to Digital, diasporic and contemporary design; record maker, date, locality, language, use, medium, provenance, community interpretation, source URLs, rights and custodial authority.",To be established; include colonial acquisition and movement history where relevant.,Assess before documentation or publication,,"research queue; Oti Region; Digital, diasporic and contemporary design; maker or workshop authority record",2026-07-05-taxonomy-v1
ARED-GH-01259,queued,research target; no object claim,"Oti Region: Digital, diasporic and contemporary design — maker or workshop authority record research target 4",maker or workshop authority record,P4,"Anticolonial and independence visual culture, 1945–1966",,,V7,"Digital, diasporic and contemporary design",Oti Region,Guan and neighbouring communities,To be identified through local research,Unknown / to be researched,To be identified,Universities; design studios; social platforms; professional associations; diaspora archives,maker or workshop authority record,To be documented,"Record local language(s), English and visual/proverbial interpretation where relevant",Structured research placeholder. This row does not assert that a specific object or maker has been verified.,"Designed to prevent gaps in the national catalogue for Oti Region and the visual system 'Digital, diasporic and contemporary design'.",Universities; design studios; social platforms; professional associations; diaspora archives,https://decode.knust.edu.gh/,,research lead,unassessed,"Do not ingest images or protected knowledge until rights, consent and community authority are documented.",unverified_queue,Requires at least two independent sources or one authoritative primary source before publication.,medium,"Identify a specific maker or workshop authority record in Oti Region connected to Digital, diasporic and contemporary design; record maker, date, locality, language, use, medium, provenance, community interpretation, source URLs, rights and custodial authority.",To be established; include colonial acquisition and movement history where relevant.,Assess before documentation or publication,,"research queue; Oti Region; Digital, diasporic and contemporary design; maker or workshop authority record",2026-07-05-taxonomy-v1
ARED-GH-01260,queued,research target; no object claim,"Oti Region: Digital, diasporic and contemporary design — maker or workshop authority record research target 5",maker or workshop authority record,P5,"Post-independence public and popular graphics, 1966–1992",,,V7,"Digital, diasporic and contemporary design",Oti Region,Guan and neighbouring communities,To be identified through local research,Unknown / to be researched,To be identified,Universities; design studios; social platforms; professional associations; diaspora archives,maker or workshop authority record,To be documented,"Record local language(s), English and visual/proverbial interpretation where relevant",Structured research placeholder. This row does not assert that a specific object or maker has been verified.,"Designed to prevent gaps in the national catalogue for Oti Region and the visual system 'Digital, diasporic and contemporary design'.",Universities; design studios; social platforms; professional associations; diaspora archives,https://decode.knust.edu.gh/,,research lead,unassessed,"Do not ingest images or protected knowledge until rights, consent and community authority are documented.",unverified_queue,Requires at least two independent sources or one authoritative primary source before publication.,exploratory,"Identify a specific maker or workshop authority record in Oti Region connected to Digital, diasporic and contemporary design; record maker, date, locality, language, use, medium, provenance, community interpretation, source URLs, rights and custodial authority.",To be established; include colonial acquisition and movement history where relevant.,Assess before documentation or publication,,"research queue; Oti Region; Digital, diasporic and contemporary design; maker or workshop authority record",2026-07-05-taxonomy-v1
ARED-GH-01261,queued,research target; no object claim,"Oti Region: Digital, diasporic and contemporary design — institution or collection record research target 1",institution or collection record,P4,"Anticolonial and independence visual culture, 1945–1966",,,V7,"Digital, diasporic and contemporary design",Oti Region,Guan and neighbouring communities,To be identified through local research,Unknown / to be researched,To be identified,Universities; design studios; social platforms; professional associations; diaspora archives,institution or collection record,To be documented,"Record local language(s), English and visual/proverbial interpretation where relevant",Structured research placeholder. This row does not assert that a specific object or maker has been verified.,"Designed to prevent gaps in the national catalogue for Oti Region and the visual system 'Digital, diasporic and contemporary design'.",Universities; design studios; social platforms; professional associations; diaspora archives,https://decode.knust.edu.gh/,,research lead,unassessed,"Do not ingest images or protected knowledge until rights, consent and community authority are documented.",unverified_queue,Requires at least two independent sources or one authoritative primary source before publication.,high,"Identify a specific institution or collection record in Oti Region connected to Digital, diasporic and contemporary design; record maker, date, locality, language, use, medium, provenance, community interpretation, source URLs, rights and custodial authority.",To be established; include colonial acquisition and movement history where relevant.,Assess before documentation or publication,,"research queue; Oti Region; Digital, diasporic and contemporary design; institution or collection record",2026-07-05-taxonomy-v1
ARED-GH-01262,queued,research target; no object claim,"Oti Region: Digital, diasporic and contemporary design — institution or collection record research target 2",institution or collection record,P5,"Post-independence public and popular graphics, 1966–1992",,,V7,"Digital, diasporic and contemporary design",Oti Region,Guan and neighbouring communities,To be identified through local research,Unknown / to be researched,To be identified,Universities; design studios; social platforms; professional associations; diaspora archives,institution or collection record,To be documented,"Record local language(s), English and visual/proverbial interpretation where relevant",Structured research placeholder. This row does not assert that a specific object or maker has been verified.,"Designed to prevent gaps in the national catalogue for Oti Region and the visual system 'Digital, diasporic and contemporary design'.",Universities; design studios; social platforms; professional associations; diaspora archives,https://decode.knust.edu.gh/,,research lead,unassessed,"Do not ingest images or protected knowledge until rights, consent and community authority are documented.",unverified_queue,Requires at least two independent sources or one authoritative primary source before publication.,high,"Identify a specific institution or collection record in Oti Region connected to Digital, diasporic and contemporary design; record maker, date, locality, language, use, medium, provenance, community interpretation, source URLs, rights and custodial authority.",To be established; include colonial acquisition and movement history where relevant.,Assess before documentation or publication,,"research queue; Oti Region; Digital, diasporic and contemporary design; institution or collection record",2026-07-05-taxonomy-v1
ARED-GH-01263,queued,research target; no object claim,"Oti Region: Digital, diasporic and contemporary design — institution or collection record research target 3",institution or collection record,P6,"Democratic, digital and diasporic design, 1992–present",,,V7,"Digital, diasporic and contemporary design",Oti Region,Guan and neighbouring communities,To be identified through local research,Unknown / to be researched,To be identified,Universities; design studios; social platforms; professional associations; diaspora archives,institution or collection record,To be documented,"Record local language(s), English and visual/proverbial interpretation where relevant",Structured research placeholder. This row does not assert that a specific object or maker has been verified.,"Designed to prevent gaps in the national catalogue for Oti Region and the visual system 'Digital, diasporic and contemporary design'.",Universities; design studios; social platforms; professional associations; diaspora archives,https://decode.knust.edu.gh/,,research lead,unassessed,"Do not ingest images or protected knowledge until rights, consent and community authority are documented.",unverified_queue,Requires at least two independent sources or one authoritative primary source before publication.,medium,"Identify a specific institution or collection record in Oti Region connected to Digital, diasporic and contemporary design; record maker, date, locality, language, use, medium, provenance, community interpretation, source URLs, rights and custodial authority.",To be established; include colonial acquisition and movement history where relevant.,Assess before documentation or publication,,"research queue; Oti Region; Digital, diasporic and contemporary design; institution or collection record",2026-07-05-taxonomy-v1
ARED-GH-01264,queued,research target; no object claim,"Oti Region: Digital, diasporic and contemporary design — institution or collection record research target 4",institution or collection record,P4,"Anticolonial and independence visual culture, 1945–1966",,,V7,"Digital, diasporic and contemporary design",Oti Region,Guan and neighbouring communities,To be identified through local research,Unknown / to be researched,To be identified,Universities; design studios; social platforms; professional associations; diaspora archives,institution or collection record,To be documented,"Record local language(s), English and visual/proverbial interpretation where relevant",Structured research placeholder. This row does not assert that a specific object or maker has been verified.,"Designed to prevent gaps in the national catalogue for Oti Region and the visual system 'Digital, diasporic and contemporary design'.",Universities; design studios; social platforms; professional associations; diaspora archives,https://decode.knust.edu.gh/,,research lead,unassessed,"Do not ingest images or protected knowledge until rights, consent and community authority are documented.",unverified_queue,Requires at least two independent sources or one authoritative primary source before publication.,medium,"Identify a specific institution or collection record in Oti Region connected to Digital, diasporic and contemporary design; record maker, date, locality, language, use, medium, provenance, community interpretation, source URLs, rights and custodial authority.",To be established; include colonial acquisition and movement history where relevant.,Assess before documentation or publication,,"research queue; Oti Region; Digital, diasporic and contemporary design; institution or collection record",2026-07-05-taxonomy-v1
ARED-GH-01265,queued,research target; no object claim,"Oti Region: Digital, diasporic and contemporary design — institution or collection record research target 5",institution or collection record,P5,"Post-independence public and popular graphics, 1966–1992",,,V7,"Digital, diasporic and contemporary design",Oti Region,Guan and neighbouring communities,To be identified through local research,Unknown / to be researched,To be identified,Universities; design studios; social platforms; professional associations; diaspora archives,institution or collection record,To be documented,"Record local language(s), English and visual/proverbial interpretation where relevant",Structured research placeholder. This row does not assert that a specific object or maker has been verified.,"Designed to prevent gaps in the national catalogue for Oti Region and the visual system 'Digital, diasporic and contemporary design'.",Universities; design studios; social platforms; professional associations; diaspora archives,https://decode.knust.edu.gh/,,research lead,unassessed,"Do not ingest images or protected knowledge until rights, consent and community authority are documented.",unverified_queue,Requires at least two independent sources or one authoritative primary source before publication.,exploratory,"Identify a specific institution or collection record in Oti Region connected to Digital, diasporic and contemporary design; record maker, date, locality, language, use, medium, provenance, community interpretation, source URLs, rights and custodial authority.",To be established; include colonial acquisition and movement history where relevant.,Assess before documentation or publication,,"research queue; Oti Region; Digital, diasporic and contemporary design; institution or collection record",2026-07-05-taxonomy-v1
ARED-GH-01266,queued,research target; no object claim,"Oti Region: Digital, diasporic and contemporary design — oral-history interview research target 1",oral-history interview,P4,"Anticolonial and independence visual culture, 1945–1966",,,V7,"Digital, diasporic and contemporary design",Oti Region,Guan and neighbouring communities,To be identified through local research,Unknown / to be researched,To be identified,Universities; design studios; social platforms; professional associations; diaspora archives,oral-history interview,To be documented,"Record local language(s), English and visual/proverbial interpretation where relevant",Structured research placeholder. This row does not assert that a specific object or maker has been verified.,"Designed to prevent gaps in the national catalogue for Oti Region and the visual system 'Digital, diasporic and contemporary design'.",Universities; design studios; social platforms; professional associations; diaspora archives,https://decode.knust.edu.gh/,,research lead,unassessed,"Do not ingest images or protected knowledge until rights, consent and community authority are documented.",unverified_queue,Requires at least two independent sources or one authoritative primary source before publication.,high,"Identify a specific oral-history interview in Oti Region connected to Digital, diasporic and contemporary design; record maker, date, locality, language, use, medium, provenance, community interpretation, source URLs, rights and custodial authority.",To be established; include colonial acquisition and movement history where relevant.,Assess before documentation or publication,,"research queue; Oti Region; Digital, diasporic and contemporary design; oral-history interview",2026-07-05-taxonomy-v1
ARED-GH-01267,queued,research target; no object claim,"Oti Region: Digital, diasporic and contemporary design — oral-history interview research target 2",oral-history interview,P5,"Post-independence public and popular graphics, 1966–1992",,,V7,"Digital, diasporic and contemporary design",Oti Region,Guan and neighbouring communities,To be identified through local research,Unknown / to be researched,To be identified,Universities; design studios; social platforms; professional associations; diaspora archives,oral-history interview,To be documented,"Record local language(s), English and visual/proverbial interpretation where relevant",Structured research placeholder. This row does not assert that a specific object or maker has been verified.,"Designed to prevent gaps in the national catalogue for Oti Region and the visual system 'Digital, diasporic and contemporary design'.",Universities; design studios; social platforms; professional associations; diaspora archives,https://decode.knust.edu.gh/,,research lead,unassessed,"Do not ingest images or protected knowledge until rights, consent and community authority are documented.",unverified_queue,Requires at least two independent sources or one authoritative primary source before publication.,high,"Identify a specific oral-history interview in Oti Region connected to Digital, diasporic and contemporary design; record maker, date, locality, language, use, medium, provenance, community interpretation, source URLs, rights and custodial authority.",To be established; include colonial acquisition and movement history where relevant.,Assess before documentation or publication,,"research queue; Oti Region; Digital, diasporic and contemporary design; oral-history interview",2026-07-05-taxonomy-v1
ARED-GH-01268,queued,research target; no object claim,"Oti Region: Digital, diasporic and contemporary design — oral-history interview research target 3",oral-history interview,P6,"Democratic, digital and diasporic design, 1992–present",,,V7,"Digital, diasporic and contemporary design",Oti Region,Guan and neighbouring communities,To be identified through local research,Unknown / to be researched,To be identified,Universities; design studios; social platforms; professional associations; diaspora archives,oral-history interview,To be documented,"Record local language(s), English and visual/proverbial interpretation where relevant",Structured research placeholder. This row does not assert that a specific object or maker has been verified.,"Designed to prevent gaps in the national catalogue for Oti Region and the visual system 'Digital, diasporic and contemporary design'.",Universities; design studios; social platforms; professional associations; diaspora archives,https://decode.knust.edu.gh/,,research lead,unassessed,"Do not ingest images or protected knowledge until rights, consent and community authority are documented.",unverified_queue,Requires at least two independent sources or one authoritative primary source before publication.,medium,"Identify a specific oral-history interview in Oti Region connected to Digital, diasporic and contemporary design; record maker, date, locality, language, use, medium, provenance, community interpretation, source URLs, rights and custodial authority.",To be established; include colonial acquisition and movement history where relevant.,Assess before documentation or publication,,"research queue; Oti Region; Digital, diasporic and contemporary design; oral-history interview",2026-07-05-taxonomy-v1
ARED-GH-01269,queued,research target; no object claim,"Oti Region: Digital, diasporic and contemporary design — oral-history interview research target 4",oral-history interview,P4,"Anticolonial and independence visual culture, 1945–1966",,,V7,"Digital, diasporic and contemporary design",Oti Region,Guan and neighbouring communities,To be identified through local research,Unknown / to be researched,To be identified,Universities; design studios; social platforms; professional associations; diaspora archives,oral-history interview,To be documented,"Record local language(s), English and visual/proverbial interpretation where relevant",Structured research placeholder. This row does not assert that a specific object or maker has been verified.,"Designed to prevent gaps in the national catalogue for Oti Region and the visual system 'Digital, diasporic and contemporary design'.",Universities; design studios; social platforms; professional associations; diaspora archives,https://decode.knust.edu.gh/,,research lead,unassessed,"Do not ingest images or protected knowledge until rights, consent and community authority are documented.",unverified_queue,Requires at least two independent sources or one authoritative primary source before publication.,medium,"Identify a specific oral-history interview in Oti Region connected to Digital, diasporic and contemporary design; record maker, date, locality, language, use, medium, provenance, community interpretation, source URLs, rights and custodial authority.",To be established; include colonial acquisition and movement history where relevant.,Assess before documentation or publication,,"research queue; Oti Region; Digital, diasporic and contemporary design; oral-history interview",2026-07-05-taxonomy-v1
ARED-GH-01270,queued,research target; no object claim,"Oti Region: Digital, diasporic and contemporary design — oral-history interview research target 5",oral-history interview,P5,"Post-independence public and popular graphics, 1966–1992",,,V7,"Digital, diasporic and contemporary design",Oti Region,Guan and neighbouring communities,To be identified through local research,Unknown / to be researched,To be identified,Universities; design studios; social platforms; professional associations; diaspora archives,oral-history interview,To be documented,"Record local language(s), English and visual/proverbial interpretation where relevant",Structured research placeholder. This row does not assert that a specific object or maker has been verified.,"Designed to prevent gaps in the national catalogue for Oti Region and the visual system 'Digital, diasporic and contemporary design'.",Universities; design studios; social platforms; professional associations; diaspora archives,https://decode.knust.edu.gh/,,research lead,unassessed,"Do not ingest images or protected knowledge until rights, consent and community authority are documented.",unverified_queue,Requires at least two independent sources or one authoritative primary source before publication.,exploratory,"Identify a specific oral-history interview in Oti Region connected to Digital, diasporic and contemporary design; record maker, date, locality, language, use, medium, provenance, community interpretation, source URLs, rights and custodial authority.",To be established; include colonial acquisition and movement history where relevant.,Assess before documentation or publication,,"research queue; Oti Region; Digital, diasporic and contemporary design; oral-history interview",2026-07-05-taxonomy-v1
ARED-GH-01271,queued,research target; no object claim,"Oti Region: Digital, diasporic and contemporary design — publication or archival source research target 1",publication or archival source,P4,"Anticolonial and independence visual culture, 1945–1966",,,V7,"Digital, diasporic and contemporary design",Oti Region,Guan and neighbouring communities,To be identified through local research,Unknown / to be researched,To be identified,Universities; design studios; social platforms; professional associations; diaspora archives,publication or archival source,To be documented,"Record local language(s), English and visual/proverbial interpretation where relevant",Structured research placeholder. This row does not assert that a specific object or maker has been verified.,"Designed to prevent gaps in the national catalogue for Oti Region and the visual system 'Digital, diasporic and contemporary design'.",Universities; design studios; social platforms; professional associations; diaspora archives,https://decode.knust.edu.gh/,,research lead,unassessed,"Do not ingest images or protected knowledge until rights, consent and community authority are documented.",unverified_queue,Requires at least two independent sources or one authoritative primary source before publication.,high,"Identify a specific publication or archival source in Oti Region connected to Digital, diasporic and contemporary design; record maker, date, locality, language, use, medium, provenance, community interpretation, source URLs, rights and custodial authority.",To be established; include colonial acquisition and movement history where relevant.,Assess before documentation or publication,,"research queue; Oti Region; Digital, diasporic and contemporary design; publication or archival source",2026-07-05-taxonomy-v1
ARED-GH-01272,queued,research target; no object claim,"Oti Region: Digital, diasporic and contemporary design — publication or archival source research target 2",publication or archival source,P5,"Post-independence public and popular graphics, 1966–1992",,,V7,"Digital, diasporic and contemporary design",Oti Region,Guan and neighbouring communities,To be identified through local research,Unknown / to be researched,To be identified,Universities; design studios; social platforms; professional associations; diaspora archives,publication or archival source,To be documented,"Record local language(s), English and visual/proverbial interpretation where relevant",Structured research placeholder. This row does not assert that a specific object or maker has been verified.,"Designed to prevent gaps in the national catalogue for Oti Region and the visual system 'Digital, diasporic and contemporary design'.",Universities; design studios; social platforms; professional associations; diaspora archives,https://decode.knust.edu.gh/,,research lead,unassessed,"Do not ingest images or protected knowledge until rights, consent and community authority are documented.",unverified_queue,Requires at least two independent sources or one authoritative primary source before publication.,high,"Identify a specific publication or archival source in Oti Region connected to Digital, diasporic and contemporary design; record maker, date, locality, language, use, medium, provenance, community interpretation, source URLs, rights and custodial authority.",To be established; include colonial acquisition and movement history where relevant.,Assess before documentation or publication,,"research queue; Oti Region; Digital, diasporic and contemporary design; publication or archival source",2026-07-05-taxonomy-v1
ARED-GH-01273,queued,research target; no object claim,"Oti Region: Digital, diasporic and contemporary design — publication or archival source research target 3",publication or archival source,P6,"Democratic, digital and diasporic design, 1992–present",,,V7,"Digital, diasporic and contemporary design",Oti Region,Guan and neighbouring communities,To be identified through local research,Unknown / to be researched,To be identified,Universities; design studios; social platforms; professional associations; diaspora archives,publication or archival source,To be documented,"Record local language(s), English and visual/proverbial interpretation where relevant",Structured research placeholder. This row does not assert that a specific object or maker has been verified.,"Designed to prevent gaps in the national catalogue for Oti Region and the visual system 'Digital, diasporic and contemporary design'.",Universities; design studios; social platforms; professional associations; diaspora archives,https://decode.knust.edu.gh/,,research lead,unassessed,"Do not ingest images or protected knowledge until rights, consent and community authority are documented.",unverified_queue,Requires at least two independent sources or one authoritative primary source before publication.,medium,"Identify a specific publication or archival source in Oti Region connected to Digital, diasporic and contemporary design; record maker, date, locality, language, use, medium, provenance, community interpretation, source URLs, rights and custodial authority.",To be established; include colonial acquisition and movement history where relevant.,Assess before documentation or publication,,"research queue; Oti Region; Digital, diasporic and contemporary design; publication or archival source",2026-07-05-taxonomy-v1
ARED-GH-01274,queued,research target; no object claim,"Oti Region: Digital, diasporic and contemporary design — publication or archival source research target 4",publication or archival source,P4,"Anticolonial and independence visual culture, 1945–1966",,,V7,"Digital, diasporic and contemporary design",Oti Region,Guan and neighbouring communities,To be identified through local research,Unknown / to be researched,To be identified,Universities; design studios; social platforms; professional associations; diaspora archives,publication or archival source,To be documented,"Record local language(s), English and visual/proverbial interpretation where relevant",Structured research placeholder. This row does not assert that a specific object or maker has been verified.,"Designed to prevent gaps in the national catalogue for Oti Region and the visual system 'Digital, diasporic and contemporary design'.",Universities; design studios; social platforms; professional associations; diaspora archives,https://decode.knust.edu.gh/,,research lead,unassessed,"Do not ingest images or protected knowledge until rights, consent and community authority are documented.",unverified_queue,Requires at least two independent sources or one authoritative primary source before publication.,medium,"Identify a specific publication or archival source in Oti Region connected to Digital, diasporic and contemporary design; record maker, date, locality, language, use, medium, provenance, community interpretation, source URLs, rights and custodial authority.",To be established; include colonial acquisition and movement history where relevant.,Assess before documentation or publication,,"research queue; Oti Region; Digital, diasporic and contemporary design; publication or archival source",2026-07-05-taxonomy-v1
ARED-GH-01275,queued,research target; no object claim,"Oti Region: Digital, diasporic and contemporary design — publication or archival source research target 5",publication or archival source,P5,"Post-independence public and popular graphics, 1966–1992",,,V7,"Digital, diasporic and contemporary design",Oti Region,Guan and neighbouring communities,To be identified through local research,Unknown / to be researched,To be identified,Universities; design studios; social platforms; professional associations; diaspora archives,publication or archival source,To be documented,"Record local language(s), English and visual/proverbial interpretation where relevant",Structured research placeholder. This row does not assert that a specific object or maker has been verified.,"Designed to prevent gaps in the national catalogue for Oti Region and the visual system 'Digital, diasporic and contemporary design'.",Universities; design studios; social platforms; professional associations; diaspora archives,https://decode.knust.edu.gh/,,research lead,unassessed,"Do not ingest images or protected knowledge until rights, consent and community authority are documented.",unverified_queue,Requires at least two independent sources or one authoritative primary source before publication.,exploratory,"Identify a specific publication or archival source in Oti Region connected to Digital, diasporic and contemporary design; record maker, date, locality, language, use, medium, provenance, community interpretation, source URLs, rights and custodial authority.",To be established; include colonial acquisition and movement history where relevant.,Assess before documentation or publication,,"research queue; Oti Region; Digital, diasporic and contemporary design; publication or archival source",2026-07-05-taxonomy-v1
ARED-GH-01276,queued,research target; no object claim,"Northern Region: Land, cosmology and authority — object or artefact record research target 1",object or artefact record,P1,Visual systems before colonial rule,,,V1,"Land, cosmology and authority",Northern Region,Tamale; Dagbon areas,To be identified through local research,Unknown / to be researched,To be identified,Ghana Museums and Monuments Board; National Archives; traditional councils; university repositories,object or artefact record,To be documented,"Record local language(s), English and visual/proverbial interpretation where relevant",Structured research placeholder. This row does not assert that a specific object or maker has been verified.,"Designed to prevent gaps in the national catalogue for Northern Region and the visual system 'Land, cosmology and authority'.",Ghana Museums and Monuments Board; National Archives; traditional councils; university repositories,https://www.ghanamuseums.org/,,research lead,unassessed,"Do not ingest images or protected knowledge until rights, consent and community authority are documented.",unverified_queue,Requires at least two independent sources or one authoritative primary source before publication.,high,"Identify a specific object or artefact record in Northern Region connected to Land, cosmology and authority; record maker, date, locality, language, use, medium, provenance, community interpretation, source URLs, rights and custodial authority.",To be established; include colonial acquisition and movement history where relevant.,Assess before documentation or publication,,"research queue; Northern Region; Land, cosmology and authority; object or artefact record",2026-07-05-taxonomy-v1
ARED-GH-01277,queued,research target; no object claim,"Northern Region: Land, cosmology and authority — object or artefact record research target 2",object or artefact record,P2,"Coastal contact and transcultural exchange, c. 1471–1874",,,V1,"Land, cosmology and authority",Northern Region,Tamale; Dagbon areas,To be identified through local research,Unknown / to be researched,To be identified,Ghana Museums and Monuments Board; National Archives; traditional councils; university repositories,object or artefact record,To be documented,"Record local language(s), English and visual/proverbial interpretation where relevant",Structured research placeholder. This row does not assert that a specific object or maker has been verified.,"Designed to prevent gaps in the national catalogue for Northern Region and the visual system 'Land, cosmology and authority'.",Ghana Museums and Monuments Board; National Archives; traditional councils; university repositories,https://www.ghanamuseums.org/,,research lead,unassessed,"Do not ingest images or protected knowledge until rights, consent and community authority are documented.",unverified_queue,Requires at least two independent sources or one authoritative primary source before publication.,high,"Identify a specific object or artefact record in Northern Region connected to Land, cosmology and authority; record maker, date, locality, language, use, medium, provenance, community interpretation, source URLs, rights and custodial authority.",To be established; include colonial acquisition and movement history where relevant.,Assess before documentation or publication,,"research queue; Northern Region; Land, cosmology and authority; object or artefact record",2026-07-05-taxonomy-v1
