record_id,title,exclusion_reason,detail,publication_state,record_type
ARED-GH-01370,"Northern Region: Print, colonial rule and public culture — oral-history interview research target 5",publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-01371,"Northern Region: Print, colonial rule and public culture — publication or archival source research target 1",publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-01372,"Northern Region: Print, colonial rule and public culture — publication or archival source research target 2",publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-01373,"Northern Region: Print, colonial rule and public culture — publication or archival source research target 3",publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-01374,"Northern Region: Print, colonial rule and public culture — publication or archival source research target 4",publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-01375,"Northern Region: Print, colonial rule and public culture — publication or archival source research target 5",publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-01376,Northern Region: Independence and state visual identity — object or artefact record research target 1,publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-01377,Northern Region: Independence and state visual identity — object or artefact record research target 2,publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-01378,Northern Region: Independence and state visual identity — object or artefact record research target 3,publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-01379,Northern Region: Independence and state visual identity — object or artefact record research target 4,publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-01380,Northern Region: Independence and state visual identity — object or artefact record research target 5,publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-01381,Northern Region: Independence and state visual identity — maker or workshop authority record research target 1,publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-01382,Northern Region: Independence and state visual identity — maker or workshop authority record research target 2,publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-01383,Northern Region: Independence and state visual identity — maker or workshop authority record research target 3,publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-01384,Northern Region: Independence and state visual identity — maker or workshop authority record research target 4,publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-01385,Northern Region: Independence and state visual identity — maker or workshop authority record research target 5,publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-01386,Northern Region: Independence and state visual identity — institution or collection record research target 1,publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-01387,Northern Region: Independence and state visual identity — institution or collection record research target 2,publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-01388,Northern Region: Independence and state visual identity — institution or collection record research target 3,publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-01389,Northern Region: Independence and state visual identity — institution or collection record research target 4,publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-01390,Northern Region: Independence and state visual identity — institution or collection record research target 5,publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-01391,Northern Region: Independence and state visual identity — oral-history interview research target 1,publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-01392,Northern Region: Independence and state visual identity — oral-history interview research target 2,publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-01393,Northern Region: Independence and state visual identity — oral-history interview research target 3,publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-01394,Northern Region: Independence and state visual identity — oral-history interview research target 4,publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-01395,Northern Region: Independence and state visual identity — oral-history interview research target 5,publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-01396,Northern Region: Independence and state visual identity — publication or archival source research target 1,publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-01397,Northern Region: Independence and state visual identity — publication or archival source research target 2,publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-01398,Northern Region: Independence and state visual identity — publication or archival source research target 3,publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-01399,Northern Region: Independence and state visual identity — publication or archival source research target 4,publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-01400,Northern Region: Independence and state visual identity — publication or archival source research target 5,publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-01401,Northern Region: Popular and everyday graphics — object or artefact record research target 1,publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-01402,Northern Region: Popular and everyday graphics — object or artefact record research target 2,publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-01403,Northern Region: Popular and everyday graphics — object or artefact record research target 3,publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-01404,Northern Region: Popular and everyday graphics — object or artefact record research target 4,publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-01405,Northern Region: Popular and everyday graphics — object or artefact record research target 5,publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-01406,Northern Region: Popular and everyday graphics — maker or workshop authority record research target 1,publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-01407,Northern Region: Popular and everyday graphics — maker or workshop authority record research target 2,publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-01408,Northern Region: Popular and everyday graphics — maker or workshop authority record research target 3,publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-01409,Northern Region: Popular and everyday graphics — maker or workshop authority record research target 4,publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-01410,Northern Region: Popular and everyday graphics — maker or workshop authority record research target 5,publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-01411,Northern Region: Popular and everyday graphics — institution or collection record research target 1,publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-01412,Northern Region: Popular and everyday graphics — institution or collection record research target 2,publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-01413,Northern Region: Popular and everyday graphics — institution or collection record research target 3,publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-01414,Northern Region: Popular and everyday graphics — institution or collection record research target 4,publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-01415,Northern Region: Popular and everyday graphics — institution or collection record research target 5,publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-01416,Northern Region: Popular and everyday graphics — oral-history interview research target 1,publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-01417,Northern Region: Popular and everyday graphics — oral-history interview research target 2,publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-01418,Northern Region: Popular and everyday graphics — oral-history interview research target 3,publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-01419,Northern Region: Popular and everyday graphics — oral-history interview research target 4,publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-01420,Northern Region: Popular and everyday graphics — oral-history interview research target 5,publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-01421,Northern Region: Popular and everyday graphics — publication or archival source research target 1,publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-01422,Northern Region: Popular and everyday graphics — publication or archival source research target 2,publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-01423,Northern Region: Popular and everyday graphics — publication or archival source research target 3,publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-01424,Northern Region: Popular and everyday graphics — publication or archival source research target 4,publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-01425,Northern Region: Popular and everyday graphics — publication or archival source research target 5,publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-01426,"Northern Region: Digital, diasporic and contemporary design — object or artefact record research target 1",publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-01427,"Northern Region: Digital, diasporic and contemporary design — object or artefact record research target 2",publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-01428,"Northern Region: Digital, diasporic and contemporary design — object or artefact record research target 3",publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-01429,"Northern Region: Digital, diasporic and contemporary design — object or artefact record research target 4",publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-01430,"Northern Region: Digital, diasporic and contemporary design — object or artefact record research target 5",publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-01431,"Northern Region: Digital, diasporic and contemporary design — maker or workshop authority record research target 1",publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-01432,"Northern Region: Digital, diasporic and contemporary design — maker or workshop authority record research target 2",publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-01433,"Northern Region: Digital, diasporic and contemporary design — maker or workshop authority record research target 3",publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-01434,"Northern Region: Digital, diasporic and contemporary design — maker or workshop authority record research target 4",publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-01435,"Northern Region: Digital, diasporic and contemporary design — maker or workshop authority record research target 5",publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-01436,"Northern Region: Digital, diasporic and contemporary design — institution or collection record research target 1",publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-01437,"Northern Region: Digital, diasporic and contemporary design — institution or collection record research target 2",publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-01438,"Northern Region: Digital, diasporic and contemporary design — institution or collection record research target 3",publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-01439,"Northern Region: Digital, diasporic and contemporary design — institution or collection record research target 4",publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-01440,"Northern Region: Digital, diasporic and contemporary design — institution or collection record research target 5",publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-01441,"Northern Region: Digital, diasporic and contemporary design — oral-history interview research target 1",publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-01442,"Northern Region: Digital, diasporic and contemporary design — oral-history interview research target 2",publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-01443,"Northern Region: Digital, diasporic and contemporary design — oral-history interview research target 3",publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-01444,"Northern Region: Digital, diasporic and contemporary design — oral-history interview research target 4",publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-01445,"Northern Region: Digital, diasporic and contemporary design — oral-history interview research target 5",publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-01446,"Northern Region: Digital, diasporic and contemporary design — publication or archival source research target 1",publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-01447,"Northern Region: Digital, diasporic and contemporary design — publication or archival source research target 2",publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-01448,"Northern Region: Digital, diasporic and contemporary design — publication or archival source research target 3",publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-01449,"Northern Region: Digital, diasporic and contemporary design — publication or archival source research target 4",publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-01450,"Northern Region: Digital, diasporic and contemporary design — publication or archival source research target 5",publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-01451,"Savannah Region: Land, cosmology and authority — object or artefact record research target 1",publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-01452,"Savannah Region: Land, cosmology and authority — object or artefact record research target 2",publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-01453,"Savannah Region: Land, cosmology and authority — object or artefact record research target 3",publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-01454,"Savannah Region: Land, cosmology and authority — object or artefact record research target 4",publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-01455,"Savannah Region: Land, cosmology and authority — object or artefact record research target 5",publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-01456,"Savannah Region: Land, cosmology and authority — maker or workshop authority record research target 1",publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-01457,"Savannah Region: Land, cosmology and authority — maker or workshop authority record research target 2",publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-01458,"Savannah Region: Land, cosmology and authority — maker or workshop authority record research target 3",publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-01459,"Savannah Region: Land, cosmology and authority — maker or workshop authority record research target 4",publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-01460,"Savannah Region: Land, cosmology and authority — maker or workshop authority record research target 5",publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-01461,"Savannah Region: Land, cosmology and authority — institution or collection record research target 1",publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-01462,"Savannah Region: Land, cosmology and authority — institution or collection record research target 2",publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-01463,"Savannah Region: Land, cosmology and authority — institution or collection record research target 3",publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-01464,"Savannah Region: Land, cosmology and authority — institution or collection record research target 4",publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-01465,"Savannah Region: Land, cosmology and authority — institution or collection record research target 5",publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-01466,"Savannah Region: Land, cosmology and authority — oral-history interview research target 1",publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-01467,"Savannah Region: Land, cosmology and authority — oral-history interview research target 2",publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-01468,"Savannah Region: Land, cosmology and authority — oral-history interview research target 3",publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-01469,"Savannah Region: Land, cosmology and authority — oral-history interview research target 4",publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-01470,"Savannah Region: Land, cosmology and authority — oral-history interview research target 5",publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-01471,"Savannah Region: Land, cosmology and authority — publication or archival source research target 1",publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-01472,"Savannah Region: Land, cosmology and authority — publication or archival source research target 2",publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-01473,"Savannah Region: Land, cosmology and authority — publication or archival source research target 3",publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-01474,"Savannah Region: Land, cosmology and authority — publication or archival source research target 4",publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-01475,"Savannah Region: Land, cosmology and authority — publication or archival source research target 5",publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-01476,"Savannah Region: Memory, proverb and performance — object or artefact record research target 1",publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-01477,"Savannah Region: Memory, proverb and performance — object or artefact record research target 2",publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-01478,"Savannah Region: Memory, proverb and performance — object or artefact record research target 3",publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-01479,"Savannah Region: Memory, proverb and performance — object or artefact record research target 4",publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-01480,"Savannah Region: Memory, proverb and performance — object or artefact record research target 5",publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-01481,"Savannah Region: Memory, proverb and performance — maker or workshop authority record research target 1",publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-01482,"Savannah Region: Memory, proverb and performance — maker or workshop authority record research target 2",publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-01483,"Savannah Region: Memory, proverb and performance — maker or workshop authority record research target 3",publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-01484,"Savannah Region: Memory, proverb and performance — maker or workshop authority record research target 4",publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-01485,"Savannah Region: Memory, proverb and performance — maker or workshop authority record research target 5",publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-01486,"Savannah Region: Memory, proverb and performance — institution or collection record research target 1",publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-01487,"Savannah Region: Memory, proverb and performance — institution or collection record research target 2",publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-01488,"Savannah Region: Memory, proverb and performance — institution or collection record research target 3",publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-01489,"Savannah Region: Memory, proverb and performance — institution or collection record research target 4",publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-01490,"Savannah Region: Memory, proverb and performance — institution or collection record research target 5",publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-01491,"Savannah Region: Memory, proverb and performance — oral-history interview research target 1",publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-01492,"Savannah Region: Memory, proverb and performance — oral-history interview research target 2",publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-01493,"Savannah Region: Memory, proverb and performance — oral-history interview research target 3",publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-01494,"Savannah Region: Memory, proverb and performance — oral-history interview research target 4",publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-01495,"Savannah Region: Memory, proverb and performance — oral-history interview research target 5",publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-01496,"Savannah Region: Memory, proverb and performance — publication or archival source research target 1",publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-01497,"Savannah Region: Memory, proverb and performance — publication or archival source research target 2",publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-01498,"Savannah Region: Memory, proverb and performance — publication or archival source research target 3",publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-01499,"Savannah Region: Memory, proverb and performance — publication or archival source research target 4",publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-01500,"Savannah Region: Memory, proverb and performance — publication or archival source research target 5",publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-01501,"Savannah Region: Cloth, pattern and social identity — object or artefact record research target 1",publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-01502,"Savannah Region: Cloth, pattern and social identity — object or artefact record research target 2",publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-01503,"Savannah Region: Cloth, pattern and social identity — object or artefact record research target 3",publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-01504,"Savannah Region: Cloth, pattern and social identity — object or artefact record research target 4",publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-01505,"Savannah Region: Cloth, pattern and social identity — object or artefact record research target 5",publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-01506,"Savannah Region: Cloth, pattern and social identity — maker or workshop authority record research target 1",publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-01507,"Savannah Region: Cloth, pattern and social identity — maker or workshop authority record research target 2",publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-01508,"Savannah Region: Cloth, pattern and social identity — maker or workshop authority record research target 3",publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-01509,"Savannah Region: Cloth, pattern and social identity — maker or workshop authority record research target 4",publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-01510,"Savannah Region: Cloth, pattern and social identity — maker or workshop authority record research target 5",publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-01511,"Savannah Region: Cloth, pattern and social identity — institution or collection record research target 1",publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-01512,"Savannah Region: Cloth, pattern and social identity — institution or collection record research target 2",publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-01513,"Savannah Region: Cloth, pattern and social identity — institution or collection record research target 3",publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-01514,"Savannah Region: Cloth, pattern and social identity — institution or collection record research target 4",publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-01515,"Savannah Region: Cloth, pattern and social identity — institution or collection record research target 5",publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-01516,"Savannah Region: Cloth, pattern and social identity — oral-history interview research target 1",publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-01517,"Savannah Region: Cloth, pattern and social identity — oral-history interview research target 2",publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-01518,"Savannah Region: Cloth, pattern and social identity — oral-history interview research target 3",publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-01519,"Savannah Region: Cloth, pattern and social identity — oral-history interview research target 4",publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-01520,"Savannah Region: Cloth, pattern and social identity — oral-history interview research target 5",publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-01521,"Savannah Region: Cloth, pattern and social identity — publication or archival source research target 1",publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-01522,"Savannah Region: Cloth, pattern and social identity — publication or archival source research target 2",publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-01523,"Savannah Region: Cloth, pattern and social identity — publication or archival source research target 3",publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-01524,"Savannah Region: Cloth, pattern and social identity — publication or archival source research target 4",publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-01525,"Savannah Region: Cloth, pattern and social identity — publication or archival source research target 5",publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-01526,"Savannah Region: Print, colonial rule and public culture — object or artefact record research target 1",publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-01527,"Savannah Region: Print, colonial rule and public culture — object or artefact record research target 2",publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-01528,"Savannah Region: Print, colonial rule and public culture — object or artefact record research target 3",publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-01529,"Savannah Region: Print, colonial rule and public culture — object or artefact record research target 4",publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-01530,"Savannah Region: Print, colonial rule and public culture — object or artefact record research target 5",publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-01531,"Savannah Region: Print, colonial rule and public culture — maker or workshop authority record research target 1",publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-01532,"Savannah Region: Print, colonial rule and public culture — maker or workshop authority record research target 2",publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-01533,"Savannah Region: Print, colonial rule and public culture — maker or workshop authority record research target 3",publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-01534,"Savannah Region: Print, colonial rule and public culture — maker or workshop authority record research target 4",publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-01535,"Savannah Region: Print, colonial rule and public culture — maker or workshop authority record research target 5",publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-01536,"Savannah Region: Print, colonial rule and public culture — institution or collection record research target 1",publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-01537,"Savannah Region: Print, colonial rule and public culture — institution or collection record research target 2",publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-01538,"Savannah Region: Print, colonial rule and public culture — institution or collection record research target 3",publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-01539,"Savannah Region: Print, colonial rule and public culture — institution or collection record research target 4",publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-01540,"Savannah Region: Print, colonial rule and public culture — institution or collection record research target 5",publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-01541,"Savannah Region: Print, colonial rule and public culture — oral-history interview research target 1",publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-01542,"Savannah Region: Print, colonial rule and public culture — oral-history interview research target 2",publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-01543,"Savannah Region: Print, colonial rule and public culture — oral-history interview research target 3",publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-01544,"Savannah Region: Print, colonial rule and public culture — oral-history interview research target 4",publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-01545,"Savannah Region: Print, colonial rule and public culture — oral-history interview research target 5",publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-01546,"Savannah Region: Print, colonial rule and public culture — publication or archival source research target 1",publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-01547,"Savannah Region: Print, colonial rule and public culture — publication or archival source research target 2",publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-01548,"Savannah Region: Print, colonial rule and public culture — publication or archival source research target 3",publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-01549,"Savannah Region: Print, colonial rule and public culture — publication or archival source research target 4",publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-01550,"Savannah Region: Print, colonial rule and public culture — publication or archival source research target 5",publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
